category,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
neutral,3111.9782323959844,6106.487673071147,4892.633157725757,2392.4085567927636,4119.106167789701,4958.314100481936,1689.482261331401,3766.2290440069346,6091.946774442513,9837.583949568105,7260.910159428947,1250.1212091589173
neutral,3373.3756713866633,3737.268281877591,3491.637524780658,5461.58582921009,4311.487713820605,3725.749102982444,4343.925140691459,2859.7677774399854,3545.3748605852506,1326.814699654264,5068.284698394411,5824.864481294804
neutral,629.8949772302277,3428.983691534213,4243.879935341969,4448.314840122873,4126.671673517602,5018.719050428355,2797.791116377749,1087.878835476635,1577.8768254635065,4934.009056093521,4932.042135511956,3494.604176056434
neutral,8225.552687272599,6038.140766828668,3136.8490712388702,4144.753137563517,5929.3954956502985,5920.4600476485975,5619.763183731784,3873.511135076646,3824.842451724038,9197.293687032998,1075.6921494416517,6445.535767398387
neutral,1845.2561294928153,4352.4715126955725,8009.928109335233,6368.044756795849,8681.725334885205,4265.634009995683,5930.433487518567,1143.0209111947547,5036.713020822221,7130.359857219932,4131.095362761053,6865.342243635039
decreasing_slow,967.6673207616507,1941.0791571274224,2495.67327774404,3104.115147744031,3536.0931800911794,4015.680226156427,4309.271457068636,4560.289474895506,4868.267090715472,5126.5956786127335,5343.777651675905,5598.055893130017
decreasing_slow,1562.9663480430856,604.1740042152874,2348.628132981892,3878.345167407232,4426.654087994766,5356.800126129993,5146.446852735349,7077.049915452685,6803.674714737954,7238.270831143682,7718.988364835896,7724.718161852698
decreasing_slow,1062.1267232560772,1728.3561506000833,61.29248621625101,2377.3103732050135,5050.981773815041,2916.474515617265,4752.110290994028,7071.530339110999,6644.66601528106,5085.74159381863,8312.308378176565,6472.6623091078645
decreasing_slow,244.66695284952937,-796.9723453134162,119.50673643711457,2700.947057290554,3261.211757522932,4210.094833722144,3919.3365086207687,5584.262765964871,5315.246432837829,4651.683018252121,4951.562034898114,5654.940862250935
decreasing_slow,2724.553752293517,3427.958824186487,2577.415242488818,3467.5969356616424,4785.270759225125,5643.571995124533,6263.4304703934195,5776.763132063584,7115.465929882191,5762.550171637991,8089.862429087531,9387.555255283167
decreasing_slow,164.79438058960432,164.83588661274862,1248.266148101387,1974.0462577983915,2784.7050366799845,3491.9145265306893,4048.4631399135355,4544.62851915123,5219.695914259219,4368.073343768042,5775.0284955750485,6120.616821247742
decreasing_slow,1686.5849970802885,1729.3780722120794,1730.338158133433,3075.6725989641864,4520.180866899809,5088.400994305093,5574.636397753308,6032.267824946019,6352.88234177086,6780.782612786278,7057.3947997921605,7582.670773605269
decreasing_slow,525.8505301197781,536.1229985466446,2020.055524689366,2469.034670039803,4054.417369311107,5045.727777131488,4989.456664313753,5223.09903753453,6103.714446504025,6120.754841649727,6279.120736326721,7654.687554732028
decreasing_slow,902.8622414169613,3258.476600795746,3693.278439701009,4616.903961959972,4638.496819479045,5312.884460128771,5592.939697572849,5936.443842938277,6464.940308592527,7225.302477784835,7088.739214666792,7433.919275888561
decreasing_slow,265.7953053196619,1940.9350919091985,1971.7475767609671,2924.613380927884,3255.2477805918925,3423.0501454021655,3354.2736202197275,4160.113819070493,4412.179737640654,4402.893789660793,4963.013115891253,5442.313378374518
decreasing_slow,3501.322011251881,4884.154626524374,4702.1128415319245,5241.264364561015,7918.480576508058,9383.127311513068,9401.099626009049,8067.251628497523,10548.628434092603,8124.586135316646,7966.612337534342,10317.469731209912
decreasing_slow,2370.459015282634,3369.0487976973586,4029.589949385225,4558.97925162364,5021.322349105945,5407.266597373728,5748.639970991148,5755.802462687075,7295.668070796952,6507.030654697612,7552.30685652653,6742.799099332763
decreasing_slow,1891.0182560345145,2613.029130134625,3006.032425784336,3376.2598965507104,3223.1440561760755,4235.317978193847,4611.821889742802,4707.024034353433,4912.292964100176,5547.251802227922,5404.013686320811,5575.511239579359
decreasing_slow,3016.990966310749,1874.037937887934,3475.526926153501,6798.602650716371,5849.141734769126,7431.286208780779,7107.270200257749,7623.8263863539905,8668.875068516725,8865.779736063014,9033.101910583982,10681.62909480573
decreasing_slow,2853.550028940691,2003.8184038550369,4874.679087634653,4701.773770449544,8336.32971835215,8121.3827774892825,4821.9354139409725,10555.977148626194,9365.825682803004,9286.59062498324,9440.104229682409,8734.663721454817
decreasing,8551.699065720693,8445.119153926482,8426.588293515599,8563.924754932374,5882.069024161268,5225.5611222165635,4230.539412729263,3646.0199445869566,2721.2956883074044,1797.7028953101549,1324.2128893451563,969.7387559676271
decreasing,5806.476620984477,5828.217250787654,5816.424350039432,4820.8290090042465,3938.791365057059,3202.139931461811,2462.7204045760614,1943.367871920624,1477.8246596895876,-1223.6851974192678,915.8198163670145,656.4852864139466
decreasing,9151.821835331926,7597.738246246523,8241.647709156112,5333.7330610905665,4120.847915673197,2903.2673911569036,4688.115698605185,3969.6572661107166,3289.589819740811,4331.410620060446,80.89919480843787,925.6781538021108
decreasing,6316.833997482707,6466.638765766072,5777.165052593797,4014.8217353791197,2776.4976214415337,2761.2099476493263,2227.4897691194883,1908.5542692093577,833.7037296850576,618.7417469452598,1506.981395870992,2448.2761226303137
decreasing,8593.685908499148,7355.9319611117635,6376.125382635006,5449.716099400841,5425.860835124028,3905.6428581951322,3188.205564812628,2441.353217502104,2439.7405211413225,1377.933625601536,1456.6034768959366,1391.883711935279
decreasing,4882.010094281134,4434.860094238843,3581.7962706015437,3333.8368232960233,2689.1778968753697,2384.633710013952,1951.4591737161554,2388.1320089948363,1046.7569389633982,1487.0059772744648,1549.1696322963842,1951.9517763437786
decreasing,7497.860185193973,6881.3033003872715,6038.156845688127,4812.551553557407,2392.9161767321443,-3188.922966601474,4025.2780436441103,-780.2466468428443,1789.431907809685,6.248680013714136,-223.131554729272,-35.559987588328056
decreasing,9098.189561427705,8504.312072662193,7147.162563249152,5715.2860603753425,5424.818701087703,2758.4449662700226,3421.248941925662,1183.953695830517,815.6786880524251,122.23294946891451,-50.274310041518106,1575.1772836411646
decreasing,6546.215931088093,6352.354840107796,6034.5892074700305,5079.834689166693,3218.158854511114,3722.5698433130287,3252.482932845047,2883.2062521047346,2238.660305895226,2919.1179062575434,2024.968921310208,1958.3473670492851
decreasing,6656.5232435845155,6560.620079124604,4972.641520927579,3296.7168152589948,4635.837600394036,4172.467747930554,2453.635263622154,3082.0334004548395,2790.8719367195463,1745.9372201705992,1287.4880741385223,719.296393551702
decreasing,8195.589797958331,7791.668336801985,6279.070084604324,8652.601693577059,7140.371671688841,5013.271715487572,4103.409246420633,2436.8513732647866,2236.718767436883,2643.0359845336557,1964.061606190641,2020.8618557897291
decreasing,7914.263287290028,5296.061741672721,1698.7332815841844,3574.4333462165355,2960.7986659472313,4025.0021459074846,1706.5777090101328,14.870601004268337,-614.5362663040844,492.4350204767037,1343.3023497009044,866.4005707808433
decreasing,9084.230044490232,4346.398874971071,5095.9609332711225,3795.009015714275,2131.9179781076223,3848.3447207985555,1871.7114164035618,902.827942407671,1891.5136063450238,3430.9856193244086,489.827203419899,599.2294650322965
decreasing,6091.0371863293885,6468.799319643013,6387.449787299219,4244.920074966722,5530.114959277247,5239.74308397054,5295.078908325814,3229.782304441718,4837.679369942636,2413.1162715909013,2154.34584357667,1144.7144482928893
decreasing,5144.251607733336,4592.831397599435,4567.716334292648,3958.922318727433,5107.000752700582,2667.954543483244,2523.029000007829,1507.5997901038857,1728.534438603368,660.8465225048188,545.2439475138269,1483.2765301470483
